timestamp,comment,source
N/A,"Be great if he visited China, like PM Chretien did last year great interview on CGTN Leader's Talk..Race to the Future and Modernization..Reporterfy Media-Cyrus Janssen",YouTube
N/A,It'll be short lived.,YouTube
N/A,the king is canadians head of state. so we all serve the king.,YouTube
N/A,He also ran the Bank of Canada for Stephen Harper (a conservative PM) look how that turned out.  Pulled through the 08 financial crisis because of him.,YouTube
N/A,We don’t vote for Prime Ministers.,YouTube
N/A,@ - he didn’t run the Bank of Canada under Trudeau.  My argument is you have no idea what you are talking about.,YouTube
N/A,@ - no he wasn’t; thanks for proving my point,YouTube
N/A,@jayc5373  I was wrong but still not getting my vote,YouTube
N/A,Not elected,YouTube
N/A,LETS GOOOOOO,YouTube
N/A,"The new, but hopefully short term, PM.",YouTube
N/A,If this guy is a clown that makes Trump the whole Carnival.,YouTube
N/A,Neil McCoy Ward - The Disturbing Truth behind Canada's New Prime Minister,YouTube
N/A,Not my Prime Minister.,YouTube
N/A,Freeland is buzzing on something and huffing and puffing moving your feet and head twitching like a bobblehead 😅,YouTube
N/A,GB 2.0,YouTube
N/A,Congrats Marj🇨🇦🇨🇦🇨🇦,YouTube
N/A,Never received 1 vote ... 🤣 kamala Harris 2.0,YouTube
N/A,🤮,YouTube
N/A,Such A Crying Shame! He Has No Right To Be prime Minister! Disgusting!,YouTube
N/A,All i can say is do your research.,YouTube
N/A,not my prime minister,YouTube
N/A,Call an election now!!!!,YouTube
N/A,Congradulation,YouTube
N/A,👏🏻👏🏻👏🏻,YouTube
N/A,God save the king,YouTube
N/A,Election,YouTube
N/A,"They purposely shot down parliament, so they're not criticised!",YouTube
N/A,Call an election NOW!!! This guy lives in the U.S. his wife is still in New York.,YouTube
N/A,What a farce.,YouTube
N/A,Kim Campbell 2.0,YouTube
N/A,All the people complaining about not having elected him should read a book and maybe find out how our parliamentary system works.,YouTube
N/A,Barf,YouTube
N/A,Hmmm,YouTube
N/A,Our new Prime Minister Mark Carney  🙌 👊,YouTube
N/A,What a farce…,YouTube
N/A,No Canadian citizen voted for this.,YouTube
N/A,Not my king🇨🇦🇨🇦🇨🇦,YouTube
N/A,J'aime ton accent le grand ❤,YouTube
N/A,"As an American the existence of Canada has never made much sense to me. Like why does your country even exist? The map just makes so much more sense when the US controls all of North America. Your guy's country only exists for one reason: British imperialism. The British decided to keep you from being a part of the United States just so they control your land and natural resources. Literally no other reason... What kind of national identity is that? At this point the existence of Canada is tantamount to the British continuing to control Northern Ireland, or parts of Cypress, or part of Spain (Gibraltar) or part of Argentina (the Malvinas). Let's face it... You can make whataboutisms all you want or spew your propaganda but you actually can't come up with a single good reason why you shouldn't join the US.",YouTube
N/A,Canadian did NOT vote for him. Elections now,YouTube
N/A,"Finally, someone who is well educated in a position of power. Love to see it! I'm excited to vote for him when he calls a re-election!",YouTube
N/A,😢,YouTube
N/A,Election now!!!!!!!!,YouTube
N/A,Canada heading right down the tube's!!!,YouTube
N/A,How is this guy out PM when no one voted for him?!?!?! Call the election now,YouTube
N/A,This is ultimate corruption.,YouTube
N/A,Gross that britain is still a part of Canada... Time for the natives to take the land back..,YouTube
N/A,"I think you need to learn history a little more. Canada exists because a bunch of people from the states went north during/after the revolutionary war because they were loyalists of the crown, didn't support your founding fathers and didn't like the revolution. Canada/Canadian people have never and will never be with Americans/part of the USA. If anything we're more with the British. We respect our traditions.",YouTube
N/A,Nooooooo,YouTube
N/A,What a joke Canada is completely  tucked,YouTube
N/A,God help us!,YouTube
N/A,👏👏👏👏🇨🇦🇨🇦🇨🇦🇨🇦❤❤❤,YouTube
N/A,Pierre Poilevre coming .,YouTube
N/A,TIME FOR AN ELECTION ASP!!!,YouTube
N/A,Le accent 🫥,YouTube
N/A,Quite the coup,YouTube
N/A,🤦‍♀️,YouTube
N/A,He is not Canadian,YouTube
N/A,Swearing  to majesty.... Not for people of Canada.. Constitutional monarchy,YouTube
N/A,🤣🤣🤣🤣🤣🤣🤣🤣 temporary Minister lol,YouTube
N/A,Election!!,YouTube
N/A,We need someone with this economic background to lead. No questions asked. Now is not time for political loyalty. It is time to think about riding the economic tide and surviving.,YouTube
